Geneid	gene_name	Mocetinostat_rep3	Mocetinostat_rep2	DMSO_rep2	Mocetinostat_rep1	DMSO_rep3	DMSO_rep1
ENSG00000235411	AC007041.1	0	0	0	0	0	3
ENSG00000238735	RNU7-113P	0	0	1	0	2	0
ENSG00000055917	PUM2	186	122	581	410	878	1629
ENSG00000232800	SLC7A15P	0	0	0	0	0	0
ENSG00000212171	RNA5SP86	0	0	0	0	0	0
ENSG00000143878	RHOB	304	215	182	634	206	342
ENSG00000228950	AC023137.1	0	0	0	0	0	0
ENSG00000200829	Y_RNA	0	0	0	0	0	0
ENSG00000227047	AC012065.1	0	0	0	0	0	0
ENSG00000279307	AC012065.5	0	0	0	3	3	7
ENSG00000118960	HS1BP3	105	67	74	167	108	183
ENSG00000269976	AC012065.3	0	1	2	0	0	1
ENSG00000231948	HS1BP3-IT1	5	0	0	0	3	0
ENSG00000233416	AC012065.2	0	0	0	0	0	1
ENSG00000143869	GDF7	3	5	3	9	3	2
ENSG00000270100	AC012065.4	0	0	0	2	1	1
ENSG00000118961	LDAH	12	10	26	31	40	125
ENSG00000236436	LINC02850	3	0	1	1	0	0
ENSG00000261012	AC115619.1	1	0	0	0	0	0
ENSG00000084674	APOB	4	4	8	4	4	6
ENSG00000280390	AC010872.1	0	0	0	1	0	0
ENSG00000287956	AC010872.2	0	0	0	0	0	0
ENSG00000218819	TDRD15	0	3	0	3	0	0
ENSG00000271629	AC067959.1	0	0	0	0	0	0
ENSG00000233005	AC018742.1	0	0	0	0	0	0
ENSG00000231204	AC011752.1	0	0	0	0	0	0
ENSG00000270654	NUTF2P8	0	0	0	0	1	0
ENSG00000235537	AC009411.2	0	0	0	0	0	1
ENSG00000228538	AC009411.1	0	0	0	0	0	0
ENSG00000229621	LINC01822	0	0	0	1	0	0
ENSG00000264192	RN7SL117P	0	0	0	0	0	0
ENSG00000228999	AC096570.1	0	0	0	2	0	1
ENSG00000223691	AC068044.1	2	0	2	0	0	0
ENSG00000234189	AC099799.1	0	0	0	0	0	0
ENSG00000206882	RNA5SP87	0	0	0	0	1	0
ENSG00000234207	AC096570.2	0	0	0	0	1	0
ENSG00000233587	LINC01884	0	0	0	0	1	5
ENSG00000222616	RN7SKP27	0	0	0	0	0	0
ENSG00000232451	AC018467.1	0	0	0	0	0	0
ENSG00000223530	AC012506.1	0	0	0	0	0	0
ENSG00000233714	AC012506.3	0	0	0	0	0	0
ENSG00000223634	AC012506.2	0	0	0	2	0	0
ENSG00000235497	AC012506.4	0	0	0	2	0	0
ENSG00000119771	KLHL29	82	83	37	190	55	82
ENSG00000224361	AC011239.1	0	0	0	0	0	0
ENSG00000279526	AC011239.2	0	0	0	0	0	0
ENSG00000283031	AC009242.1	1	0	2	0	2	4
ENSG00000119778	ATAD2B	23	13	87	57	144	258
ENSG00000224464	PGAM1P6	0	0	1	2	4	0
ENSG00000238111	AC066692.1	0	0	0	0	0	0
ENSG00000173960	UBXN2A	59	37	194	169	285	456
ENSG00000234946	SDHCP3	6	0	0	1	1	2
ENSG00000243847	RN7SL610P	0	0	0	0	0	0
ENSG00000205639	MFSD2B	6	0	0	2	2	3
ENSG00000163026	WDCP	38	33	79	67	72	196
ENSG00000222940	RNU6-370P	0	0	3	0	0	0
ENSG00000119782	FKBP1B	2	1	0	6	1	3
ENSG00000115128	SF3B6	95	89	213	212	281	525
ENSG00000219626	FAM228B	2	2	5	8	10	7
ENSG00000115129	TP53I3	14	10	45	34	49	69
ENSG00000176732	PFN4	5	4	6	3	1	6
ENSG00000276087	AC008073.3	0	0	0	1	0	2
ENSG00000232642	AC008073.2	0	0	0	0	0	0
ENSG00000186453	FAM228A	3	0	0	0	0	0
ENSG00000223754	AC008073.1	0	0	0	0	0	0
ENSG00000198399	ITSN2	81	52	188	166	254	438
ENSG00000242628	AC009228.1	2	0	0	1	0	2
ENSG00000251805	AC009228.2	0	0	0	1	1	0
ENSG00000232963	HMGN2P20	0	0	0	0	0	0
ENSG00000233747	RPL36AP13	7	9	28	40	65	52
ENSG00000286829	AC093798.1	0	0	1	0	0	0
ENSG00000084676	NCOA1	81	59	219	151	210	467
ENSG00000202430	RNA5SP88	0	0	0	2	0	0
ENSG00000206732	RNU6-936P	0	0	0	0	0	0
ENSG00000184924	PTRHD1	17	11	66	19	83	157
ENSG00000138092	CENPO	91	75	375	222	560	853
ENSG00000138031	ADCY3	96	73	284	184	378	615
ENSG00000271936	AC012073.1	2	7	17	10	27	44
ENSG00000115137	DNAJC27	13	5	23	17	33	66
ENSG00000237953	AC013267.1	0	0	1	4	2	0
ENSG00000202479	SNORD14	0	0	0	0	0	0
ENSG00000224165	DNAJC27-AS1	0	1	2	0	0	7
ENSG00000286645	AC013267.2	0	0	0	0	1	0
ENSG00000207069	Y_RNA	0	0	0	0	0	0
ENSG00000084710	EFR3B	100	56	11	187	26	27
ENSG00000276653	RN7SL856P	0	0	0	0	0	0
ENSG00000229593	SUCLA2P3	1	0	0	1	0	0
ENSG00000115138	POMC	1	0	0	1	0	0
ENSG00000230452	LINC01381	0	0	0	0	0	0
ENSG00000119772	DNMT3A	31	14	109	94	199	229
ENSG00000221445	MIR1301	0	0	0	0	0	0
ENSG00000235072	AC012074.1	2	0	0	1	0	4
ENSG00000138101	DTNB	38	26	36	92	24	87
ENSG00000224220	AC104699.1	0	0	0	0	0	0
ENSG00000201160	Y_RNA	0	0	0	0	0	0
ENSG00000143970	ASXL2	143	103	548	349	806	1156
ENSG00000187536	TPM3P7	1	2	0	1	2	9
ENSG00000217643	PTGES3P2	0	0	0	0	0	0
ENSG00000218682	AC064847.1	0	0	0	1	0	1
ENSG00000217718	NDUFB4P4	0	0	0	0	0	0
ENSG00000084731	KIF3C	170	95	196	354	323	481
ENSG00000237629	UQCRHP2	2	0	0	0	0	0
ENSG00000268412	TRMT112P6	0	0	1	2	1	0
ENSG00000084733	RAB10	332	221	601	850	781	1364
ENSG00000199872	RNU6-942P	1	8	0	4	2	6
ENSG00000235440	AC011742.3	0	0	0	0	0	0
ENSG00000231655	AC011742.2	0	0	0	0	0	0
ENSG00000214465	SMARCE1P6	0	0	0	0	3	3
ENSG00000227133	AC011742.1	0	0	0	1	0	0
ENSG00000237951	PPIL1P1	0	0	1	2	0	0
ENSG00000157833	GAREM2	25	16	98	60	107	182
ENSG00000084754	HADHA	331	159	566	574	778	1202
ENSG00000138029	HADHB	138	95	251	276	332	679
ENSG00000286707	AC010896.1	4	5	0	5	1	10
ENSG00000173567	ADGRF3	5	1	1	5	1	5
ENSG00000138018	SELENOI	116	84	324	251	434	827
ENSG00000157856	DRC1	3	1	0	0	1	7
ENSG00000115155	OTOF	2	0	0	3	0	0
ENSG00000173557	FAM166C	0	0	0	1	1	3
ENSG00000157884	CIB4	0	0	0	1	0	0
ENSG00000225378	AC015977.2	0	0	0	0	0	0
ENSG00000225024	AC015977.1	0	0	0	0	0	0
ENSG00000171303	KCNK3	7	6	0	29	2	3
ENSG00000213699	SLC35F6	110	105	213	256	322	612
ENSG00000115163	CENPA	22	25	144	50	188	340
ENSG00000145835	CDKN2AIPNLP2	0	0	0	0	0	0
ENSG00000157851	DPYSL5	115	70	16	187	38	39
ENSG00000230286	AC013472.2	1	0	1	4	0	0
ENSG00000084764	MAPRE3	62	35	46	124	85	96
ENSG00000205500	AC013472.1	0	0	3	1	0	0
ENSG00000119777	TMEM214	95	90	315	201	446	637
ENSG00000084693	AGBL5	46	40	140	54	153	328
ENSG00000231636	AGBL5-AS1	0	0	0	0	0	0
ENSG00000272056	AC013472.3	0	0	0	2	0	0
ENSG00000229122	AGBL5-IT1	0	0	4	1	1	0
ENSG00000272148	AC013403.2	0	0	5	2	1	2
ENSG00000228474	OST4	87	70	196	175	341	449
ENSG00000138080	EMILIN1	3	2	6	14	10	6
ENSG00000138030	KHK	36	42	5	87	21	16
ENSG00000138028	CGREF1	37	23	10	52	12	22
ENSG00000143994	ABHD1	5	2	0	9	1	1
ENSG00000138073	PREB	154	125	284	312	391	447
ENSG00000186143	PRR30	0	0	0	2	0	0
ENSG00000163792	TCF23	2	0	0	0	0	0
ENSG00000236099	AC013403.1	0	0	0	0	0	0
ENSG00000138074	SLC5A6	39	24	248	64	359	606
ENSG00000138085	ATRAID	47	34	88	80	128	287
ENSG00000084774	CAD	196	135	715	504	950	1520
ENSG00000115194	SLC30A3	52	48	24	84	32	26
ENSG00000163793	DNAJC5G	3	0	0	0	0	1
ENSG00000138100	TRIM54	1	4	5	6	0	0
ENSG00000163794	UCN	5	2	2	7	2	2
ENSG00000115204	MPV17	49	39	71	115	108	165
ENSG00000115207	GTF3C2	59	32	211	120	315	611
ENSG00000234945	GTF3C2-AS1	0	0	0	2	2	0
ENSG00000234072	AC074117.1	5	2	35	15	13	26
ENSG00000115211	EIF2B4	52	42	154	121	169	338
ENSG00000115234	SNX17	40	24	197	101	257	428
ENSG00000163795	ZNF513	6	1	8	15	22	22
ENSG00000115241	PPM1G	420	226	918	871	1332	1821
ENSG00000213453	FTH1P3	2	0	8	1	2	8
ENSG00000115216	NRBP1	180	127	574	372	850	1371
ENSG00000157992	KRTCAP3	0	0	4	1	3	11
ENSG00000138002	IFT172	58	35	148	120	240	297
ENSG00000235267	AC074117.2	0	0	0	0	0	0
ENSG00000200003	RNU6-986P	0	0	0	0	0	0
ENSG00000115226	FNDC4	7	0	4	17	11	26
ENSG00000084734	GCKR	0	1	0	2	1	1
ENSG00000221843	C2orf16	3	1	2	5	1	3
ENSG00000243943	ZNF512	43	24	76	88	99	213
ENSG00000259080	AC074091.2	0	0	0	0	0	0
ENSG00000176714	CCDC121	6	1	2	10	7	9
ENSG00000198522	GPN1	19	23	171	39	214	409
ENSG00000206731	AC074091.1	0	0	0	0	0	0
ENSG00000119760	SUPT7L	106	79	356	181	459	750
ENSG00000163798	SLC4A1AP	55	29	269	127	423	666
ENSG00000205334	LINC01460	3	0	0	3	2	1
ENSG00000243147	MRPL33	70	45	172	172	229	412
ENSG00000171174	RBKS	8	2	12	1	8	12
ENSG00000158019	BABAM2	73	55	60	151	100	184
ENSG00000270846	AC021171.2	0	0	0	0	0	0
ENSG00000265321	MIR4263	0	0	0	0	0	1
ENSG00000270528	AC021171.1	0	1	1	0	0	0
ENSG00000277035	AC096552.1	0	0	0	0	0	0
ENSG00000223522	AC093690.1	1	0	0	0	0	0
ENSG00000225991	RPL23AP34	0	1	3	3	8	4
ENSG00000229951	AC104695.2	2	0	1	0	0	0
ENSG00000075426	FOSL2	416	308	709	879	1043	1522
ENSG00000270640	AC104695.4	0	7	1	4	4	15
ENSG00000270210	AC104695.3	3	0	1	1	0	1
ENSG00000227938	AC104695.1	0	1	0	0	0	0
ENSG00000163803	PLB1	5	10	2	17	3	7
ENSG00000242915	SNRPGP7	0	0	0	0	0	0
ENSG00000230730	AC074011.1	0	1	0	0	0	0
ENSG00000222232	RNA5SP89	0	0	0	0	0	0
ENSG00000226833	AC092164.1	6	1	2	9	10	10
ENSG00000213639	PPP1CB	393	206	719	716	955	1833
ENSG00000163806	SPDYA	4	2	9	8	7	17
ENSG00000273233	AC097724.1	0	0	1	0	0	0
ENSG00000171103	TRMT61B	40	31	113	74	186	261
ENSG00000163811	WDR43	212	115	795	420	1287	1839
ENSG00000264994	SNORD92	0	0	0	0	3	0
ENSG00000265145	SNORD53	0	4	3	0	0	2
ENSG00000222224	Y_RNA	0	0	0	0	0	0
ENSG00000265706	SNORD53B	2	0	0	0	0	0
ENSG00000189350	TOGARAM2	16	7	4	24	9	14
ENSG00000200283	Y_RNA	0	0	0	0	0	0
ENSG00000179270	PCARE	1	0	0	4	0	3
ENSG00000229224	AC105398.1	0	0	0	0	1	0
ENSG00000115295	CLIP4	57	39	138	113	185	334
ENSG00000171094	ALK	35	19	2	63	0	1
ENSG00000286963	AC074096.1	1	0	0	0	0	0
ENSG00000242699	RN7SL516P	0	3	0	0	0	0
ENSG00000233862	AC016907.2	1	3	0	1	0	0
ENSG00000230737	AC106870.2	0	0	1	1	0	0
ENSG00000197644	AC106870.1	0	0	1	0	0	0
ENSG00000225943	AC016907.1	0	0	0	0	0	0
ENSG00000119801	YPEL5	104	50	132	200	157	309
ENSG00000207187	SNORA10B	0	0	0	0	0	2
ENSG00000231712	AC104698.1	0	0	0	0	0	0
ENSG00000213626	LBH	142	94	108	269	208	295
ENSG00000287658	AC109642.1	0	0	0	0	0	0
ENSG00000235997	LINC01936	2	0	0	2	0	2
ENSG00000280154	AC073255.1	0	0	0	0	0	0
ENSG00000172954	LCLAT1	100	53	229	217	293	551
ENSG00000278908	AC132154.1	0	2	0	0	0	0
ENSG00000162949	CAPN13	1	0	1	0	0	0
ENSG00000230118	AC092569.1	0	0	0	0	0	0
ENSG00000285984	AC009301.1	2	0	0	0	2	0
ENSG00000158089	GALNT14	41	16	24	54	27	51
ENSG00000234579	AC009305.1	0	0	0	0	0	0
ENSG00000214711	CAPN14	11	2	2	12	11	9
ENSG00000201671	RNA5SP90	0	0	0	0	0	0
ENSG00000013016	EHD3	196	161	110	471	137	223
ENSG00000213620	AL121657.1	0	0	0	0	1	0
ENSG00000158125	XDH	17	17	10	32	8	37
ENSG00000277893	SRD5A2	0	0	3	1	2	0
ENSG00000228563	AL133247.1	0	0	0	0	0	0
ENSG00000270422	AL133247.2	0	0	0	0	0	0
ENSG00000223647	LINC01946	0	0	0	0	0	0
ENSG00000237007	KRT18P52	0	0	0	1	1	0
ENSG00000242272	AK2P2	0	0	3	3	0	1
ENSG00000273165	AL121652.1	0	0	0	0	0	0
ENSG00000162959	MEMO1	3	0	17	12	9	31
ENSG00000162961	DPY30	43	24	96	81	150	295
ENSG00000271228	AL121655.1	0	0	0	0	0	0
ENSG00000021574	SPAST	60	44	148	129	204	360
ENSG00000272716	AL121658.1	0	0	4	4	2	3
ENSG00000152683	SLC30A6	50	35	145	127	156	400
ENSG00000229816	DDX50P1	4	0	10	14	19	47
ENSG00000201113	RNU6-647P	0	0	0	0	0	0
ENSG00000091106	NLRC4	0	0	0	5	0	0
ENSG00000119820	YIPF4	99	78	371	243	539	880
ENSG00000272754	AL133245.1	0	0	4	0	1	4
ENSG00000115760	BIRC6	397	236	1109	826	1577	2772
ENSG00000230046	BIRC6-AS1	0	0	0	0	0	0
ENSG00000276334	AL133243.2	2	3	10	7	6	13
ENSG00000276517	AL133243.3	5	2	19	15	20	38
ENSG00000207653	MIR558	0	0	1	0	0	1
ENSG00000274159	AL133243.1	0	0	1	0	1	7
ENSG00000279897	BIRC6-AS2	0	0	0	1	0	0
ENSG00000279544	AL133243.4	2	2	3	5	19	20
ENSG00000018699	TTC27	21	26	147	85	211	449
ENSG00000265057	MIR4765	0	0	0	0	0	0
ENSG00000230876	LINC00486	1	1	1	0	0	4
ENSG00000236854	AL133244.2	2	0	0	0	1	0
ENSG00000206951	Y_RNA	0	0	0	0	0	0
ENSG00000049323	LTBP1	138	118	74	267	101	156
ENSG00000223951	AL133244.1	0	0	0	0	0	0
ENSG00000285577	AC019127.1	0	1	0	3	0	0
ENSG00000212204	RNA5SP91	0	0	0	0	0	0
ENSG00000252246	RNA5SP92	0	0	0	0	0	0
ENSG00000283591	MIR4430	0	0	0	0	0	0
ENSG00000152689	RASGRP3	2	5	0	15	1	1
ENSG00000237133	AC020594.1	0	2	0	0	0	0
ENSG00000119812	FAM98A	213	138	353	413	496	713
ENSG00000286415	AC017050.1	0	0	0	2	0	1
ENSG00000238038	ATP6V0E1P3	1	0	0	0	0	0
ENSG00000187999	HNRNPA1P61	0	0	0	0	0	1
ENSG00000228262	LINC01320	1	2	6	2	0	0
ENSG00000239649	MYADML	0	1	0	0	0	0
ENSG00000235064	SLC25A5P2	0	0	0	0	0	0
ENSG00000237790	LINC01318	0	0	0	0	0	0
ENSG00000285754	AC008170.1	0	1	0	0	0	2
ENSG00000272027	AC073218.1	0	0	0	0	0	0
ENSG00000232153	AC012593.1	0	2	0	0	0	0
ENSG00000226994	AC079352.1	0	0	1	0	0	5
ENSG00000264352	RN7SL602P	0	0	0	0	0	0
ENSG00000237320	AC019064.1	0	0	0	0	0	0
ENSG00000196085	AC013442.1	0	0	0	0	0	0
ENSG00000265301	MIR548AD	0	0	0	0	0	0
ENSG00000207255	RNU6-1117P	0	0	0	0	0	0
ENSG00000229013	AC083939.1	0	0	0	0	0	0
ENSG00000234587	MRPL50P1	0	0	0	0	1	0
ENSG00000233752	AC009414.1	0	0	0	0	0	0
ENSG00000260025	CRIM1-DT	2	3	1	4	2	7
ENSG00000150938	CRIM1	1149	756	1996	2495	2787	4604
ENSG00000273090	AC007378.1	0	0	0	0	1	0
ENSG00000171055	FEZ2	67	48	145	147	211	394
ENSG00000270677	AC007363.1	0	0	0	0	0	2
ENSG00000205221	VIT	3	4	3	12	0	2
ENSG00000115808	STRN	211	155	348	470	462	919
ENSG00000279519	AC007382.1	0	0	0	0	0	0
ENSG00000252756	RNU6-577P	0	0	0	0	0	1
ENSG00000008869	HEATR5B	82	52	227	148	250	507
ENSG00000152133	GPATCH11	76	58	135	152	192	343
ENSG00000055332	EIF2AK2	278	196	778	583	1081	1858
ENSG00000224891	AC007899.1	0	0	1	0	0	0
ENSG00000138068	SULT6B1	0	0	1	3	3	2
ENSG00000233159	AC007390.1	0	0	0	0	0	0
ENSG00000218739	CEBPZOS	69	45	1494	141	167	369
ENSG00000115816	CEBPZ	153	114	466	391	662	1042
ENSG00000272054	AC007390.2	3	0	1	2	0	14
ENSG00000003509	NDUFAF7	55	36	102	96	171	256
ENSG00000115825	PRKD3	247	127	525	365	740	1222
ENSG00000232028	AC007391.1	0	0	0	0	1	3
ENSG00000207364	RNU6-939P	0	0	0	0	0	0
ENSG00000285925	AC007391.2	0	0	0	0	0	0
ENSG00000115828	QPCT	19	29	15	47	11	31
ENSG00000253078	RNU6-1116P	0	0	0	0	0	0
ENSG00000287316	AC007391.3	0	0	0	0	0	0
ENSG00000236213	AC006369.1	1	0	1	1	0	0
ENSG00000163171	CDC42EP3	374	292	368	843	489	838
ENSG00000236572	AC006369.2	0	0	0	0	0	0
ENSG00000225402	AC010878.1	1	0	2	1	0	0
ENSG00000237803	LINC00211	2	0	0	4	3	0
ENSG00000115841	RMDN2	15	8	10	21	17	21
ENSG00000235848	RMDN2-AS1	1	2	1	2	2	0
ENSG00000138061	CYP1B1	751	490	741	1607	1058	1814
ENSG00000232973	CYP1B1-AS1	5	5	14	19	22	46
ENSG00000280276	AC009229.4	1	0	0	0	0	3
ENSG00000229160	AC009229.2	0	0	0	0	0	0
ENSG00000199603	RNU6-951P	0	0	0	0	0	0
ENSG00000273006	AC009229.3	0	0	0	0	0	1
ENSG00000227292	AC009229.1	1	0	0	0	0	0
ENSG00000227770	RPL7P12	0	0	0	0	0	0
ENSG00000213594	GAPDHP25	0	0	0	0	0	0
ENSG00000119787	ATL2	128	83	442	294	525	1007
ENSG00000231367	LINC02613	0	0	1	3	0	0
ENSG00000287313	AC016995.1	0	0	0	0	0	0
ENSG00000235009	LINC01883	0	0	0	0	0	0
ENSG00000213553	RPLP0P6	8	7	7	19	25	36
ENSG00000271443	AC011247.2	0	0	0	0	0	0
ENSG00000143889	HNRNPLL	132	112	224	314	301	551
ENSG00000235586	AC011247.1	0	0	0	0	0	0
ENSG00000143891	GALM	31	28	49	72	75	140
ENSG00000232518	AC074366.1	0	0	0	2	0	2
ENSG00000115875	SRSF7	227	152	968	497	1270	2318
ENSG00000152147	GEMIN6	34	12	118	78	136	209
ENSG00000227238	TTC39DP	0	0	0	0	0	0
ENSG00000232114	AC018693.2	0	0	0	0	0	0
ENSG00000163214	DHX57	105	57	278	254	362	710
ENSG00000223922	ASS1P2	0	0	10	4	9	7
ENSG00000225284	AC018693.1	0	0	0	0	0	0
ENSG00000188010	MORN2	41	9	75	42	86	154
ENSG00000207295	RNU6-851P	0	0	0	0	0	0
ENSG00000214694	ARHGEF33	5	2	2	2	2	8
ENSG00000265905	RN7SL96P	0	0	0	0	0	0
ENSG00000269210	AC019171.1	0	0	0	0	0	0
ENSG00000115904	SOS1	111	59	423	252	539	972
ENSG00000229692	SOS1-IT1	2	1	8	4	6	15
ENSG00000206985	RNU6-198P	0	0	0	0	0	0
ENSG00000225900	HSPE1P13	3	0	2	0	2	1
ENSG00000202309	Y_RNA	0	0	0	0	0	0
ENSG00000205111	CDKL4	2	0	1	2	1	1
ENSG00000011566	MAP4K3	81	30	168	120	235	410
ENSG00000252473	AC007684.1	0	0	2	0	0	0
ENSG00000273035	AC007684.2	0	0	1	0	0	2
ENSG00000231312	MAP4K3-DT	16	22	15	51	22	22
ENSG00000152154	TMEM178A	1	0	0	5	1	1
ENSG00000138050	THUMPD2	15	7	36	36	38	102
ENSG00000227028	SLC8A1-AS1	5	2	0	1	0	1
ENSG00000235653	AC007253.1	0	0	0	3	0	0
ENSG00000183023	SLC8A1	96	58	49	166	75	108
ENSG00000287255	AC007877.1	1	0	0	1	0	0
ENSG00000285898	AC007317.1	0	3	0	2	0	0
ENSG00000287468	AC007317.2	0	0	0	0	0	0
ENSG00000233128	LINC01794	0	0	0	0	0	0
ENSG00000237442	HNRNPA1P57	0	0	1	1	0	0
ENSG00000287145	AC009413.2	0	0	0	1	0	0
ENSG00000236090	LDHAP3	0	0	0	0	0	1
ENSG00000236533	AC009413.1	2	0	0	0	0	0
ENSG00000207218	Y_RNA	0	0	0	0	0	0
ENSG00000214691	LINC01913	3	0	2	2	0	0
ENSG00000223245	RNU4-63P	0	1	0	0	0	0
ENSG00000234362	LINC01914	0	0	1	1	0	15
ENSG00000205086	C2orf91	0	0	0	2	5	5
ENSG00000226398	AC013480.1	0	0	0	0	0	0
ENSG00000162878	PKDCC	13	7	28	17	59	85
ENSG00000224875	AC083949.1	0	0	0	0	0	0
ENSG00000143924	EML4	216	174	417	552	530	1051
ENSG00000115944	COX7A2L	70	57	184	222	242	522
ENSG00000221300	AC025750.2	0	0	0	0	0	0
ENSG00000171126	KCNG3	12	5	19	20	13	43
ENSG00000232526	VDAC1P13	1	0	2	2	5	4
ENSG00000236913	AC025750.3	0	0	0	0	0	0
ENSG00000057935	MTA3	49	55	155	123	216	431
ENSG00000273913	Metazoa_SRP	0	0	4	2	0	0
ENSG00000215263	AC025750.1	0	0	0	0	0	0
ENSG00000226523	AC074375.1	0	0	0	0	0	0
ENSG00000200550	RNU6-137P	2	0	0	0	1	4
ENSG00000162881	OXER1	5	2	2	2	1	19
ENSG00000162882	HAAO	3	2	20	14	10	28
ENSG00000226491	FTOP1	0	0	0	1	0	0
ENSG00000232202	AC098824.1	0	0	0	1	0	1
ENSG00000224739	AC016735.1	0	0	0	0	2	0
ENSG00000231826	LINC01819	0	0	1	3	4	5
ENSG00000233978	LINC02590	0	0	0	0	1	0
ENSG00000207087	RNU6-242P	0	0	0	0	0	0
ENSG00000230587	LINC02580	0	0	0	3	0	1
ENSG00000286796	AC010883.2	2	0	0	4	0	1
ENSG00000287387	AC010883.3	1	0	1	2	1	4
ENSG00000152518	ZFP36L2	117	102	383	266	520	900
ENSG00000279873	LINC01126	5	2	5	5	10	17
ENSG00000234936	AC010883.1	0	2	3	4	2	0
ENSG00000115970	THADA	132	94	358	330	473	855
ENSG00000252804	RNU6-958P	0	0	0	0	0	0
ENSG00000264071	RN7SL531P	0	0	0	0	0	0
ENSG00000207411	Y_RNA	0	0	0	0	0	0
ENSG00000152527	PLEKHH2	62	48	16	156	22	85
ENSG00000223658	C1GALT1C1L	0	1	1	2	1	1
ENSG00000229695	AC011242.1	0	0	2	1	0	0
ENSG00000252490	RN7SKP66	0	0	0	0	0	0
ENSG00000138036	DYNC2LI1	20	16	48	33	67	113
ENSG00000138075	ABCG5	2	0	0	0	0	0
ENSG00000143921	ABCG8	1	0	1	2	1	0
ENSG00000138095	LRPPRC	495	339	1199	1073	1624	3052
ENSG00000200924	RNU6-1048P	0	0	0	0	0	0
ENSG00000264047	RN7SL455P	0	0	0	0	0	0
ENSG00000219391	AC019129.1	0	0	0	0	0	0
ENSG00000252599	RNU6-566P	0	0	0	0	0	0
ENSG00000224637	PDSS1P2	1	0	0	0	0	0
ENSG00000273106	AC019129.2	0	0	1	2	1	0
ENSG00000138032	PPM1B	23	17	53	42	70	136
ENSG00000285542	AC013717.1	0	0	0	0	0	0
ENSG00000226972	RPL12P19	0	0	2	0	0	1
ENSG00000138079	SLC3A1	4	0	0	0	0	0
ENSG00000138078	PREPL	141	93	332	315	491	841
ENSG00000143919	CAMKMT	19	11	23	32	39	46
ENSG00000259439	LINC01833	0	3	0	2	1	0
ENSG00000278957	AC012354.10	0	0	0	0	0	0
ENSG00000274520	AC012354.3	0	0	0	0	0	0
ENSG00000277311	AC012354.8	0	0	0	0	0	0
ENSG00000276229	AC012354.6	0	0	0	0	0	0
ENSG00000277809	AC012354.9	0	0	0	0	0	0
ENSG00000276048	AC012354.5	1	0	0	0	0	0
ENSG00000274547	AC012354.4	0	0	0	0	0	0
ENSG00000276670	AC012354.7	0	0	0	0	0	0
ENSG00000236502	SIX3-AS1	0	0	0	0	0	0
ENSG00000138083	SIX3	1	5	0	8	1	0
ENSG00000225156	AC012354.1	0	0	0	6	0	2
ENSG00000231848	AC012354.2	0	0	0	0	0	0
ENSG00000170577	SIX2	15	24	78	88	140	207
ENSG00000231156	AC093702.1	0	0	0	0	0	0
ENSG00000205054	LINC01121	9	2	0	5	2	0
ENSG00000231054	AC093833.1	0	0	0	0	0	0
ENSG00000286728	AC009236.2	0	0	1	1	1	0
ENSG00000286519	AC009236.1	2	0	0	1	3	3
ENSG00000068784	SRBD1	71	43	178	190	239	422
ENSG00000239396	RN7SL414P	0	0	0	0	4	6
ENSG00000171132	PRKCE	47	25	85	106	133	137
ENSG00000228481	U51244.1	0	0	0	0	0	2
ENSG00000233829	AC017078.1	0	0	0	0	0	0
ENSG00000232696	AC017006.2	0	0	0	0	2	0
ENSG00000231336	AC017006.1	0	0	0	0	0	0
ENSG00000233335	AC016696.1	0	0	0	2	0	0
ENSG00000278764	Metazoa_SRP	0	0	0	0	0	0
ENSG00000116016	EPAS1	1317	915	643	2883	1033	1419
ENSG00000228100	LINC01820	0	0	0	1	1	0
ENSG00000187600	LINC02583	0	0	0	0	0	0
ENSG00000284608	AC016912.1	0	0	0	0	0	0
ENSG00000241791	RN7SL817P	0	0	0	0	0	1
ENSG00000284701	TMEM247	0	0	0	0	0	0
ENSG00000250565	ATP6V1E2	7	5	15	17	26	41
ENSG00000253515	AC018682.2	0	0	0	0	0	0
ENSG00000119729	RHOQ	135	84	243	279	332	677
ENSG00000250116	AC018682.1	1	0	2	0	1	0
ENSG00000151665	PIGF	44	18	47	77	68	109
ENSG00000119878	CRIPT	67	47	67	170	161	367
ENSG00000279254	AC020604.1	1	0	0	1	0	0
ENSG00000222005	LINC01118	4	1	2	3	4	14
ENSG00000171150	SOCS5	72	45	260	117	280	668
ENSG00000239332	LINC01119	0	1	9	10	16	16
ENSG00000226548	AC016722.1	0	0	0	0	0	0
ENSG00000228925	AC016722.2	0	0	0	0	0	2
ENSG00000180398	MCFD2	399	253	989	811	1303	2301
ENSG00000068724	TTC7A	77	57	126	235	177	273
ENSG00000272814	AC093732.2	0	0	0	0	0	0
ENSG00000233845	AC093732.1	0	0	0	0	0	0
ENSG00000239605	STPG4	1	1	0	2	1	6
ENSG00000273269	AC073283.3	0	0	0	0	0	0
ENSG00000225187	AC073283.1	5	3	2	5	3	0
ENSG00000143933	CALM2	873	558	1581	1909	2068	3912
ENSG00000234690	EPCAM-DT	0	0	1	0	0	4
ENSG00000226087	AC073283.2	0	0	1	9	1	0
ENSG00000236824	BCYRN1	3	2	3	5	9	7
ENSG00000119888	EPCAM	11	17	0	42	4	4
ENSG00000222685	RN7SKP119	0	0	0	0	0	0
